

 (-4.08,2.92,-8.36)


 (-4.16,4.05,-7.83)


 (-3.77,4.79,-13.80)


 (-2.65,7.16,-7.68)


 (-5.97,8.79,2.31)

 (-3.95,7.71,0.45)

 (-3.86,0.18,-8.85)


 (-4.02,6.71,-6.27)


 (-4.27,4.35,-7.69)


 (-4.30,7.06,-5.01)


 (-5.50,7.75,-3.71)


 (2.85,2.70,0.17)

 (-3.76,1.58,-7.28)


 (-1.08,-1.65,-6.74)


 (-4.25,2.51,-8.56)


 (-4.26,5.47,-6.76)


 (-4.12,3.70,-8.01)


 (-4.77,3.57,-7.58)


 (-4.17,5.05,-7.37)


 (-3.50,8.54,-3.15)


 (-4.33,7.69,-3.98)


 (-4.28,5.58,-6.79)


 (2.30,-6.50,-10.02)


 (-0.07,1.21,6.84)

 (4.33,-8.72,-1.44)


 (5.98,-0.85,6.36)

 (8.33,0.60,-4.50)

 (10.19,1.13,-0.73)


 (10.06,-0.89,0.31)


 (9.16,-0.52,1.25)

 (9.76,2.57,-1.55)

 (6.96,3.22,-0.56)

 (11.29,1.86,-0.16)


 (12.01,2.19,-0.40)


 (38.97,6.38,-1.43)


 (35.38,3.93,4.15)


 (23.40,11.52,0.13)


 (34.21,2.60,-6.09)


 (38.65,8.26,-0.92)


 (39.40,9.43,-4.35)


 (39.37,0.47,-29.07)


 (27.87,6.96,-6.63)


 (17.90,-13.31,-15.1
7)

 (7.36,-2.15,-10.31)


 (31.00,10.64,-5.05)


 (-12.75,-14.95,-15.
66)

 (30.92,-5.03,-3.18)


 (32.11,0.83,-5.71)


 (14.54,1.51,-4.89)


 (27.44,12.53,6.63)


 (21.39,1.36,2.31)


 (22.49,-5.53,8.05)


 (21.84,0.51,3.11)

 (17.65,5.55,-6.12)


 (11.69,14.98,1.75)


 (27.48,-15.33,11.06
)

 (12.97,0.12,9.15)

 (34.84,-0.26,13.25)


 (6.87,-6.57,22.65)


 (15.46,7.20,0.00)

 (19.80,-4.79,26.25)


 (18.76,7.81,0.31)

 (29.10,-0.64,0.32)


 (31.53,11.98,-1.97)


 (20.21,12.14,-3.81)


 (29.63,18.14,10.69)


 (31.27,12.66,13.16)


 (18.98,6.64,9.21)

 (9.74,-1.26,7.75)

 (5.37,3.92,5.49)

 (19.73,6.71,8.24)

 (18.09,5.64,4.08)

 (18.19,0.01
,2.43)

 (21.33,3.81,8.87)

 (10.46,13.14,-0.41)


 (5.34,-0.09,4.22)

 (4.67,1.05,10.19)

 (19.49,-9.73,1.11)


 (21.71,2.23,10.56)


 (9.67,6.62,17.91)

 (21.72,13.74,-3.38)


 (27.93,2.11,1.12)

 (21.82,4.37,6.24)

 (18.12,1.12,5.71)

 (4.51,2.48,11.67)

 (12.61,3.1
5,1.05)

 (-4.16,9.53,-1.31)


 (7.83,-0.08,7.67)

 (10.18,13.58,5.48)


 (23.69,4.51,3.32)

 (-5.18,10.88,4.94)


 (36.12,13.84,3.21)


 (3.39,20.51,-11.02)


 (35.77,6.93,-7.19)


 (12.54,10.22,3.05)


 (13.98,3.83,-3.61)


 (39.39,4.42,-6.62)


 (7.43,4.38,-0.19)

 (31.
59,9.23,2.23)

 (16.28,2.10,-0.14)


 (39.40,3.86,-1.48)


 (39.40,2.14,-4.21)


 (39.40,5.90,-11.14)


 (39.40,7.22,-6.76)


 (39.40,5.36,-7.50)


 (39.40,1.37,-3.14)


 (37.66,-12.35,1.99)


 (39.40,1.41,-2.87)


 (39.40,-2.14,0.72)


 (37.49,5.29,4.35)

 (39.40,2.64,-8.01)


 (33.
58,0.67,-0.54)

 (24.73,4.50,1.93)

 (39.40,13.16,-5.68)


 (39.16,3.44,1.53)

 (39.40,13.03,7.29)


 (39.40,9.40,-17.47)


 (39.40,2.01,-8.42)


 (39.40,16.39,4.03)


 (39.40,9.16,-6.69)


 (39.40,24.71,-39.32
)

 (39.40,27.83,3.55)


 (8.04,8.16,-13.24)


 (-1.00,1.32,-2.71)


 (-2.13,-0.74,-0.80)


 (-2.99,19.43,14.68)


 (-3.73,4.87,7.50)


 (-4.67,7.29,5.36)

 (-4.53,8.53,-1.02)


 (-3.65,4.85,-7.19)


 (-4.47,6.69,-4.46)


 (-4.23,7.43,-4.59)


 (-4.25,7.69,-4.14)


 (-4.24,7.64,-4.13)


 (-4.26,7.66,-4.10)


 (-4.26,7.65,-4.11)


 (-4.29,7.74,-4.10)


 (-4.28,7.77,-4.09)


 (-4.90,8.32,-3.17)


 (-4.02,8.51,1.99)


 (-4.61,6.35,5.65)

 (-4.04,8.81,-0.01)


 (-4.43,8.77,-1.18)


 (-4.40,8.61,0.91)

 (-4.78,8.12,2.02)

 (-4.20,8.97,-0.06)


 (-4.49,6.59,-0.78)


 (-4.44,8.60,1.23)

 (-4.45,7.00,4.86)

 (-4.57,7.73,3.72)

 (-4.46,8.02,3.57)


