 (39.58,27.98,-0.57)


 (39.54,-2.90,-3.93)


 (39.58,1.52,13.09)


 (36.88,5.73,-3.23)


 (30.82,20.72,-3.90)


 (13.41,10.52,6.25)


 (7.35,0.00,1.84)

 (3.83,2.42,-2.41)

 (15.24,13.61,13.45)


 (39.58,7.48,-6.51)


 (39.58,4.30,-5.60)


 (27.35,2.00,2.14)

 (22.88,6.26,-5.70)


 (38.65,1.74,-6.63)


 (14.72,2.38,5.51)

 (5.77,14.64,-1.36)


 (12.53,4.72,6.77)

 (37.63,16.99,-15.42
)

 (33.98,11.45,-0.62)


 (13.29,12.37,6.49)


 (32.85,2.27,-8.67)


 (25.92,3.51,-14.58)


 (39.58,7.26,-2.34)


 (39.58,7.05,7.70)


 (39.58,9.37,-10.89)


 (39.30,12.56,-9.29)


 (28.77,7.04,-5.62)


 (39.41,5.66,-5.95)


 (33.92,-1.10,-4.15)


 (39.56,0.44,-13.36)


 (37.54,2.70,-4.17)


 (13.1
3,1.04,-8.30)

 (7.74,-4.43,-2.40)


 (0.15,8.4
3,-6.14)

 (-1.60,3.17,-9.11)


 (-2.75,5.68,-7.85)


 (-2.41,5.42,-8.04)


 (-2.75,6.15,-7.24)


 (-3.15,6.77,-6.65)


 (-3.52,6.93,-5.32)


