 (-2.04,-0.48,-10.73
)

 (-3.79,-2.01,-10.71
)

 (-2.80,8.94,-8.19)


 (14.93,-5.94,-14.67
)

 (13.30,13.44,-19.66
)

 (20.08,-1.14,-0.48)


 (-9.37,-15.28,2.26)


 (25.10,8.85,-1.24)


 (39.34,10.93,-4.16)


 (39.34,13.11,5.85)


 (34.90,8.21,-26.97)


 (30.43,5.94,-8.51)


 (39.19,7.27,-16.60)


 (39.32,-5.31,-4.07)


 (39.34,4.41,-25.99)


 (-4.80,2.64,-6.10)


 (-20.28,-1.20,15.51
)

 (-2.38,8.60,2.41)

 (-11.05,1.74,-12.89
)

 (-3.96,-6.90,-11.44
)

 (-8.58,7.01,-0.24)


 (-3.83,
3.22,-8.54)

 (-4.30,6.33,-6.43)


 (-3.2
4,3.90,-10.02)

 (8.17,-3.74,0.82)

 (7.90,-3.76,-3.77)


 (0.87,0.59,-11.92)


 (-1.19,7.41,-7.76)


 (-3.59,0.72,-9.14)


 (-4.23,5.82,-6.73)


 (7.75,12.11,-25.96)


 (-12.65,11.79,3.33)


 (-4.39,7.94,2.69)

 (-4.43,5.92,-6.56)


 (-6.29,12.99,-0.07)


 (10.19,4.20,3.71)

 (5.00,-20.84,12.73)


 (11.26,-4.18,-6.01)


 (0.71,6.55,1.72)

 (-4.38,8.24,-2.36)


 (-1.98,10.14,-1.55)


 (5.55,3.06,-7.14)

 (-5.30,6.15,-2.10)


 (5.58,1.43,-1.89)

 (9.56,0.07,-1.26)

 (9.40,-0.67,-1.31)


 (-24.96,26.02,-28.3
9)

 (-3.60,4.53,7.87)

 (-4.52,8.35,-2.28)


 (-4.53,8.46,0.40)

 (-4.55,8.44,-1.22)


 (-4.49,8.60,-1.23)


 (-4.53,8.26,-2.60)


 (-4.52,8.31,-2.12)


 (-4.50,8.19,-2.58)


 (-4.51,8.09,-2.89)


 (-4.52,8.29,-2.24)


 (-4.55,8.34,-2.01)


 (-4.54,8.39,-1.85)


 (-4.53,8.37,-1.98)


 (-4.37,8.23,-2.53)


 (-9.66,5.32,-7.09)


 (-8.81,-1.87,-7.32)


 (-4.95,4.83,8.92)

 (-4.78,6.96,1.98)

 (-2.62,9.15,0.01)

 (3.05,5.03,-8.14)

 (3.87,-6.72,-4.18)


 (-4.36,8.59,-1.19)


 (-1.93,-5.32,-0.32)


 (-14.03,-2.09,-7.25
)

 (-2.64,2.85,-3.94)


 (-4.34,4.03,-7.81)


 (-4.43,7.06,-5.08)


 (0.32,1.67,0.48)

 (36.74,7.75,-13.82)


 (14.95,4.20,5.53)

 (14.19,9.35,-4.18)


 (26.96,-1.31,0.05)


 (39.31,9.77,-12.06)


 (39.31,1.71,-5.65)


 (-1.08,8.82,-4.16)


 (-2.96,9.07,-8.49)


 (-4.45,5.92,-6.65)


 (30.54,12.51,2.64)


 (9.33,0.24,-13.37)


 (4.64,9.52,5.07)

 (8.54,-8.01,-2.83)


 (7.40,-2.66,2.81)

 (-3.44,5.61,-6.54)


 (-6.96,4.67,-3.32)


 (-4.21,7.57,-5.30)


 (-4.39,8.65,-0.85)


 (-4.47,8.50,0.09)

 (-2.73,4.01,6.35)

 (3.02,-2.58,1.10)

 (2.98,-6.37,-13.06)


 (-4.78,1.75,6.55)

 (-2.62,-3.53,8.85)


 (-4.21,-1.65,-9.76)


 (7.06,-3.74,-3.17)


 (5.10,-3.29,5.05)

 (24.66,5.37,-26.39)


 (-8.69,-3.06,-7.60)


 (-3.44,6.84,-8.20)


 (-4.33,6.07,-6.35)


 (-4.15,6.99,-6.34)


 (9.38,1.94,-10.31)


 (39.31,5.13,-5.56)


 (17.58,-1.34,9.71)


 (5.58,-1.81,7.50)


 (27.26,-2.79,-4.07)


 (7.00,2.59,5.78)


 (8.99,-2.05,-1.81)


 (9.45,-1.20,-1.62)


 (24.18,4.77,-3.73)


 (37.27,8.92
,-1.13)

 (15.02,9.36,12.17)


 (39.31,7.06,-17.38)


 (22.54,3.97,-7.01)


 (39.31,7.26,-7.95)


 (39.31,8.63,-2.54)


 (39.31,13.32,-6.92)


 (5.30,4.67,0.87)

 (39.31,10.23,-12.36
)

 (6.99,15.39,6.72)

 (-6.58,10.00,4.29)


 (-4.50,7.74,3.46)

 (-2.27,-4.61,8.11)


 (-1.54,-10.44,0.70)


 (-3.43,-4.99,-8.16)


 (3.86,1.94,-5.55)

 (-5.23,-0.16,-7.48)


 (-4.58,4.37,-7.58)


 (-6.05,2.70,-7.88)


 (9.00,-2.16,-5.45)


 (6.93,1.06,4.79)

 (8.69,-5.18,0.56)

 (16.68,3.27,-1.74)


 (12.96,2.59,-2.16)


 (14.71,2.61,-1.60)


 (24.57,14.19,-0.53)


 (12.34,7.87,8.86)

 (14.71,-3.28,8.98)


 (-3.45,8.59,2.77)

 (-2.69,1.05,8.57)

 (-5.70,-0.13,10.40)


 (8.17,1.22,-11.54)


 (3.17,7.94,-5.26)

 (25.08,-7.49,-1.01)


 (4.94,-0.46,1.10)

 (-5.19,6.51,9.26)

 (13.22,13.46,-0.46)


 (39.31,17.44,-9.89)


 (39.31,11.75,-7.53)


 (39.31,15.11,-5.48)


 (2.65,9.98,-5.95)

 (11.75,4.81,-1.74)


 (15.59,5.60,-5.40)


 (39.31,5.19,-8.94)


 (39.31,6.02,-12.95)


 (39.31,4.20,-6.73)


 (39.28,17.27,-21.93
)

 (39.31,8.45,-9.52)


 (36.32,12.27,0.13)


 (20.84,7.53,6.38)

 (39.31,19.96,-22.48
)

 (7.58,4.83,4.73)

 (9.79,3.35,-0.22)

 (1.87,11.45,8.16)

 (36.48,17.62,-6.88)


 (39.31,5.08,-8.48)


 (39.31,14.73,-14.29
)

 (39.31,6.69,-10.40)


 (1.91,3.62,0.91)

 (-2.77,-4.48,-3.63)


 (-3.38,2.35,8.77)

 (-3.25,-0.91,8.99)


 (-3.65,-0.37,9.14)


 (-3.97,-1.25,9.12)


 (3.44,-10.08,-1.76)


 (4.54,-2.03,-4.62)


 (2.29,-1.64,-10.44)


 (2.86,
-0.56,-9.34)

 (1.33,0.60,-7.83)

 (3.08,0.79,-8
.77)

 (1.04,7.10,-11.75)


 (-2.8
5,4.72,-8.31)

 (-4.22,3.47,-5.89)


 (-5.46,3.86,-5.57)


 (-8.68,2.07,-8.75)


 (-8.33,
2.09,-7.05)

 (-4.78,3.79,-6.70)


 (-8.42,4.76,-9.79)


 (-7.85,1.34,-7.11)


 (-5.67,1.58,-7.71)


 (-3.49,1.57,-6.68)


 (-1.75,3.10,-9.47)


 (-4.12,3.07,-9.71)


 (-6.32,1.30,-7.55)


 (-4.01,3.13,-7.32)


 (-5.15,1.72,-8.48)


 (-8.41,2.98,-6.52)


 (-7.25,4.64,-2.11)


 (-5.67,7.42,-5.41)


 (-2.50,8.92,-4.81)


 (-3.73,8.18,-4.75)


 (-0.24,8.26,-5.78)


 (0.38,8.47,-6.35)

 (-1.17,7.61,-7.12)


 (-0.98,7.67,-6.59)


 (-0.14,7.36,-6.34)


 (0.85,8.28,-6.78)

 (0.49,8.00,-6.46)

 (0.85,7.37,-6.94)

 (0.05,6.51,-7.54)

 (2.48,6.00,-7.53)

 (0.81,7.11,-6.69)

 (1.34,5.45,-7.65)

 (2.45,7.89,-9.58)

 (-0.37,3.96,-8.22)


 (4.31,7.79,-5.87)

 (1.77,7.40,-4.72)

 (-0.40,7.37,-5.71)


 (-3.25,3.82,-8.58)


 (-4.55,7.38,-4.52)


 (-4.53,7.26,-4.79)


 (-4.51,7.27,-4.66)


 (-4.51,7.30,-4.66)


 (-4.51,7.30,-4.61)


 (-4.51,7.28,-4.57)


 (-4.55,7.41,-4.62)


 (-4.51,7.32,-4.61)


 (-4.51,7.37,-4.58)


 (-4.50,7.51,-4.28)


 (-4.48,7.51,-4.13)


 (-4.53,7.62,-4.04)


 (-4.49,7.59,-4.05)


 (-4.54,7.63,-4.00)


 (-4.50,7.64,-4.06)


 (-4.54,7.70,-3.93)


 (-4.54,7.66,-3.90)


 (-4.50,7.66,-3.90)


 (-4.55,7.71,-3.90)


 (-4.52,7.71,-3.89)


 (-4.53,7.71,-3.93)


 (-4.51,7.74,-3.74)


 (-4.52,7.77,-3.67)


 (-4.53,7.89,-3.48)


 (-4.52,7.87,-3.42)


 (-4.53,7.91,-3.36)


