 (30.10,5.64,-11.45)


 (32.90,6.27,-12.05)


 (38.16,5.65,-9.00)


 (39.47,6.09,-6.45)


 (39.47,9.66,-4.84)


 (39.47,12.82,-6.93)


 (19.63,8.53,-10.10)


 (13.39,9.01,-18.71)


 (38.15,1.15,-13.52)


 (39.47,19.74,-17.25
)

 (30.85,6.19,-3.26)


 (35.81,1.23,-1.49)


 (20.34,2.62,0.27)

 (39.47,5.73,-2.98)


 (23.31,5.69,-4.68)


 (35.71,5.50,-1.28)


 (38.89,5.28,-2.27)


 (34.00,-3.76,-1.53)


 (16.50,3.72,-12.27)


 (25.48,2.56,-10.36)


 (13.37,6.72,-9.56)


 (6.58,8.47,-7.99)

 (5.61,-7.55,1.83)

 (-4.35,6.80,-7.82)


 (11.08,2.45,-4.85)


 (9.81,2.78,0.22)

 (10.14,1.33,-1.17)


 (8.06,1.35,-0.58)

 (10.78,1.82,-0.42)


 (9.03,3.21,-1.89)

 (8.80,1.88,-0.83)

 (7.50,7.48,-2.42)

 (0.52,6.95,-3.34)

 (1.56,8.15,-3.63)

 (0.17,7.76,-8.08)

 (0.11,2.53,-10.23)


 (3.18,-2.76,-8.70)


 (-2.38,2.81,-9.18)


 (-2.72,3.57,-8.86)


 (-2.80,3.83,-8.75)


 (-2.91,3.93,-8.69)


 (-2.96,4.04,-8.52)


 (-3.02,4.14,-8.45)


 (-3.17,4.50,-8.22)


 (-3.26,4.77,-8.07)


 (-3.27,4.81,-8.02)


 (-3.29,4.87,-8.00)


 (-3.38,4.94,-7.87)


 (-3.46,5.33,-7.54)


 (-3.47,5.33,-7.50)


 (-3.50,5.36,-7.44)


